Hole_ID,From,To,Lithology
DH045,11.0,12.0,LIMO
DH045,12.0,13.0,LIMO
DH045,13.0,14.0,LIMO
DH045,14.0,15.0,LIMO
DH045,15.0,16.0,SAP
DH045,16.0,17.0,SAP
DH045,17.0,18.0,SAP
DH045,18.0,18.4,BLD
DH045,18.4,19.0,SAP
DH045,19.0,20.0,SAP
DH045,20.0,21.0,RSAP
DH045,21.0,22.0,SROC
DH045,22.0,22.3,SROC
DH045,22.3,23.0,SROC
DH045,23.0,24.0,SROC
DH045,24.0,25.0,SAP
DH045,25.0,25.4,BLD
DH045,25.4,26.0,SAP
DH045,26.0,27.0,SAP
DH045,27.0,28.0,SROC
DH045,28.0,29.0,BLD
DH045,29.0,29.6,BRK
DH046,0.0,1.0,SOIL
DH046,1.0,2.0,LIMO
DH046,2.0,3.0,LIMO
DH046,3.0,4.0,LIMO
DH046,4.0,5.0,LIMO
DH046,5.0,6.0,LIMO
DH046,6.0,7.0,LIMO
DH046,7.0,8.0,SAP
DH046,8.0,9.0,SAP
DH046,9.0,10.0,SAP
DH046,10.0,11.0,SAP
DH046,11.0,12.0,SAP
DH046,12.0,13.0,SAP
DH046,13.0,13.5,SAP
DH046,13.5,14.0,SAP
DH046,14.0,15.0,SAP
DH046,15.0,16.0,SAP
DH046,16.0,17.0,SAP
DH046,17.0,17.3,SAP
DH046,17.3,17.6,BLD
DH046,17.6,18.0,RSAP
DH046,18.0,19.0,SROC
DH046,19.0,20.0,RSAP
DH046,20.0,21.0,RSAP
DH046,21.0,22.0,RSAP
DH046,22.0,23.0,RSAP
DH046,23.0,23.5,RSAP
DH046,23.5,24.0,RSAP
DH046,24.0,25.0,BRK
DH046,25.0,25.5,BRK
DH047,0.0,1.0,SOIL
DH047,1.0,2.0,LIMO
DH047,2.0,3.0,LIMO
DH047,3.0,4.0,LIMO
DH047,4.0,5.0,LIMO
DH047,5.0,6.0,LIMO
DH047,6.0,7.0,LIMO
DH047,7.0,8.0,LIMO
DH047,8.0,9.0,LIMO
DH047,9.0,10.0,LIMO
DH047,10.0,11.0,LIMO
DH047,11.0,12.0,LIMO
DH047,12.0,13.0,SAP
DH047,13.0,14.0,SAP
DH047,14.0,15.0,SAP
DH047,15.0,16.0,SAP
DH047,16.0,17.0,SAP
DH047,17.0,18.0,SAP
DH047,18.0,18.3,BLD
DH047,18.3,19.0,SAP
DH047,19.0,20.0,SAP
DH047,20.0,21.0,SAP
DH047,21.0,22.0,SAP
DH047,22.0,22.3,SAP
DH047,22.3,23.0,BLD
DH047,23.0,24.0,SAP
DH047,24.0,25.0,SAP
DH047,25.0,25.3,SAP
DH047,25.3,26.0,SAP
DH047,26.0,27.0,SROC
DH048,0.0,1.0,SOIL
DH048,1.0,2.0,LIMO
DH048,2.0,3.0,LIMO
DH048,3.0,4.0,LIMO
DH048,4.0,5.0,LIMO
DH048,5.0,6.0,LIMO
DH048,6.0,7.0,LIMO
DH048,7.0,8.0,LIMO
DH048,8.0,9.0,SAP
DH048,9.0,9.5,SAP
DH048,9.5,10.0,SAP
DH048,10.0,11.0,SAP
DH048,11.0,12.0,RSAP
DH048,12.0,13.0,RSAP
DH048,13.0,14.0,SROC
DH049,0.0,1.0,SOIL
DH049,1.0,2.0,LIMO
DH049,2.0,3.0,LIMO
DH049,3.0,4.0,LIMO
DH049,4.0,5.0,LIMO
DH049,5.0,6.0,LIMO
DH049,6.0,7.0,LIMO
DH049,7.0,8.0,LIMO
DH049,8.0,9.0,LIMO
DH049,9.0,10.0,SAP
DH049,10.0,11.0,SAP
DH049,11.0,12.0,RSAP
DH049,12.0,13.0,SROC
DH049,13.0,14.0,RSAP
DH049,14.0,15.0,SAP
DH049,15.0,16.0,SROC
DH049,16.0,16.5,SROC
DH049,16.5,17.0,SROC
DH049,17.0,18.0,SROC
DH050,0.0,1.0,SOIL
DH050,1.0,2.0,LIMO
DH050,2.0,3.0,LIMO
DH050,3.0,4.0,LIMO
DH050,4.0,5.0,LIMO
DH050,5.0,6.0,LIMO
DH050,6.0,7.0,LIMO
DH050,7.0,8.0,LIMO
DH050,8.0,9.0,LIMO
DH050,9.0,10.0,LIMO
DH050,10.0,11.0,LIMO
DH050,11.0,12.0,LIMO
DH050,12.0,13.0,SAP
DH050,13.0,14.0,SAP
DH050,14.0,15.0,SAP
DH050,15.0,15.5,SROC
DH050,15.5,16.0,SAP
DH050,16.0,17.0,SAP
DH050,17.0,18.0,SROC
DH050,18.0,19.0,SROC
DH051,0.0,1.0,SOIL
DH051,1.0,2.0,LIMO
DH051,2.0,3.0,LIMO
DH051,3.0,4.0,LIMO
DH051,4.0,4.5,LIMO
DH051,4.5,5.0,LIMO
DH051,5.0,6.0,LIMO
DH051,6.0,7.0,LIMO
DH051,7.0,8.0,LIMO
DH051,8.0,9.0,BLD
DH051,9.0,10.0,LIMO
DH051,10.0,11.0,LIMO
DH051,11.0,12.0,LIMO
DH051,12.0,13.0,LIMO
DH051,13.0,14.0,LIMO
DH051,14.0,15.0,SAP
DH051,15.0,16.0,SAP
DH051,16.0,17.0,SAP
DH051,17.0,18.0,SAP
DH051,18.0,18.5,BLD
DH051,18.5,19.0,SAP
DH051,19.0,20.0,RSAP
DH051,20.0,21.0,RSAP
DH052,0.0,1.0,SOIL
DH052,1.0,2.0,LIMO
DH052,2.0,3.0,LIMO
DH052,3.0,4.0,LIMO
DH052,4.0,5.0,LIMO
DH052,5.0,6.0,LIMO
DH052,6.0,7.0,LIMO
DH052,7.0,7.3,LIMO
DH052,7.3,8.0,BRK
DH053,0.0,1.0,SOIL
DH053,1.0,2.0,LIMO
DH053,2.0,3.0,LIMO
DH053,3.0,4.0,LIMO
DH053,4.0,5.0,LIMO
DH053,5.0,6.0,LIMO
DH053,6.0,7.0,LIMO
DH053,7.0,8.0,LIMO
DH053,8.0,9.0,LIMO
DH053,9.0,10.0,LIMO
DH053,10.0,11.0,LIMO
DH053,11.0,12.0,LIMO
DH053,12.0,13.0,LIMO
DH053,13.0,14.0,SAP
DH053,14.0,15.0,RSAP
DH053,15.0,16.0,RSAP
DH053,16.0,17.0,SAP
DH053,17.0,18.0,RSAP
DH053,18.0,19.0,RSAP
DH053,19.0,20.0,SAP
DH053,20.0,20.7,RSAP
DH053,20.7,21.0,RSAP
DH053,21.0,22.0,RSAP
DH053,22.0,23.0,RSAP
DH053,23.0,24.0,RSAP
DH053,24.0,25.0,BLD
DH053,25.0,26.0,SROC
DH053,26.0,27.0,BLD
DH053,27.0,27.3,BLD
DH053,27.3,27.6,SROC
DH053,27.6,28.0,BLD
DH053,28.0,29.0,SROC
DH053,29.0,30.0,SROC
DH053,30.0,31.0,BRK
DH053,31.0,32.0,BRK
DH054,0.0,1.0,SOIL
DH054,1.0,1.7,LIMO
DH054,1.7,2.0,LIMO
DH054,2.0,3.0,LIMO
DH054,3.0,4.0,LIMO
DH054,4.0,5.0,LIMO
DH054,5.0,6.0,LIMO
DH054,6.0,7.0,LIMO
DH054,7.0,8.0,LIMO
DH054,8.0,9.0,RSAP
DH054,9.0,10.0,RSAP
DH054,10.0,11.0,SAP
DH054,11.0,12.0,SAP
DH054,12.0,13.0,RSAP
DH054,13.0,14.0,RSAP
DH054,14.0,15.0,BLD
DH054,15.0,16.0,RSAP
DH054,16.0,17.0,BRK
DH054,17.0,18.0,BRK
DH055,0.0,1.0,SOIL
DH055,1.0,1.3,LIMO
DH055,1.3,2.0,LIMO
DH055,2.0,3.0,LIMO
DH055,3.0,4.0,LIMO
DH055,4.0,5.0,LIMO
DH055,5.0,6.0,LIMO
DH055,6.0,7.0,LIMO
DH055,7.0,8.0,SAP
DH055,8.0,9.0,SAP
DH055,9.0,10.0,SAP
DH055,10.0,11.0,SAP
DH055,11.0,12.0,SAP
DH055,12.0,13.0,SAP
DH055,13.0,14.0,SAP
DH055,14.0,15.0,SAP
DH055,15.0,16.0,SAP
DH055,16.0,17.0,SAP
DH055,17.0,18.0,SAP
DH055,18.0,19.0,SAP
DH055,19.0,20.0,SAP
DH055,20.0,21.0,RSAP
DH055,21.0,21.5,RSAP
DH055,21.5,22.0,BLD
DH055,22.0,23.0,SAP
DH055,23.0,24.0,RSAP
DH055,24.0,24.7,RSAP
DH055,24.7,25.0,BLD
DH055,25.0,26.0,SROC
DH055,26.0,27.0,RSAP
DH055,27.0,27.5,RSAP
DH055,27.5,28.0,SROC
DH055,28.0,29.0,BRK
DH055,29.0,30.0,BRK
DH056,0.0,1.0,SOIL
DH056,1.0,2.0,LIMO
DH056,2.0,3.0,LIMO
DH056,3.0,4.0,LIMO
DH056,4.0,5.0,LIMO
DH056,5.0,6.0,LIMO
DH056,6.0,7.0,LIMO
DH056,7.0,8.0,LIMO
DH056,8.0,9.0,LIMO
DH056,9.0,10.0,SAP
DH056,10.0,11.0,SAP
DH056,11.0,12.0,SAP
DH056,12.0,13.0,RSAP
DH056,13.0,13.7,RSAP
DH056,13.7,14.0,BLD
DH056,14.0,15.0,SROC
DH056,15.0,16.0,RSAP
DH056,16.0,17.0,SROC
DH056,17.0,18.0,RSAP
DH056,18.0,18.3,BRK
DH056,18.3,19.0,BRK
DH056,19.0,19.5,BRK
DH057,0.0,1.0,SOIL
DH057,1.0,2.0,LIMO
DH057,2.0,3.0,LIMO
DH057,3.0,4.0,LIMO
DH057,4.0,5.0,LIMO
DH057,5.0,6.0,LIMO
DH057,6.0,7.0,LIMO
DH057,7.0,8.0,LIMO
DH057,8.0,9.0,LIMO
DH057,9.0,10.0,LIMO
DH057,10.0,11.0,LIMO
DH057,11.0,12.0,LIMO
DH057,12.0,13.0,LIMO
DH057,13.0,14.0,SAP
DH057,14.0,15.0,SAP
DH057,15.0,16.0,SAP
DH057,16.0,17.0,SAP
DH057,17.0,18.0,RSAP
DH057,18.0,19.0,BRK
DH058,0.0,1.0,SOIL
DH058,1.0,2.0,LIMO
DH058,2.0,3.0,LIMO
DH058,3.0,4.0,LIMO
DH058,4.0,5.0,LIMO
DH058,5.0,6.0,SAP
DH058,6.0,6.6,SAP
DH058,6.6,7.0,BLD
DH058,7.0,8.0,SAP
DH058,8.0,9.0,BRK
DH059,0.0,1.0,SOIL
DH059,1.0,1.45,LIMO
DH059,1.45,2.0,SAP
DH059,2.0,3.0,SAP
DH059,3.0,3.4,RSAP
DH059,3.4,4.0,SROC
DH059,4.0,5.0,SROC
DH059,5.0,6.0,SAP
DH059,6.0,6.6,BRK
DH060,0.0,1.0,SOIL
DH060,1.0,2.0,LIMO
DH060,2.0,3.0,LIMO
DH060,3.0,4.0,LIMO
DH060,4.0,5.0,LIMO
DH060,5.0,6.0,SAP
DH060,6.0,6.35,BLD
DH060,6.35,7.0,SAP
DH060,7.0,7.5,SAP
DH060,7.5,8.0,SAP
DH060,8.0,9.0,SAP
DH060,9.0,10.0,SAP
DH060,10.0,10.3,SAP
DH060,10.3,11.0,RSAP
DH060,11.0,12.0,SROC
DH060,12.0,13.0,RSAP
DH060,13.0,14.0,SAP
DH060,14.0,15.0,SAP
DH060,15.0,16.0,RSAP
DH060,16.0,17.0,BRK
DH061,0.0,1.0,SOIL
DH061,1.0,2.0,LIMO
DH061,2.0,3.0,LIMO
DH061,3.0,4.0,LIMO
DH061,4.0,5.0,LIMO
DH061,5.0,6.0,LIMO
DH061,6.0,7.0,LIMO
DH061,7.0,8.0,LIMO
DH061,8.0,9.0,LIMO
DH061,9.0,10.0,LIMO
DH061,10.0,11.0,LIMO
DH061,11.0,12.0,LIMO
DH061,12.0,13.0,LIMO
DH061,13.0,14.0,LIMO
DH061,14.0,14.4,LIMO
DH061,14.4,15.0,SAP
DH061,15.0,16.0,SAP
DH061,16.0,17.0,SAP
DH061,17.0,17.3,SAP
DH061,17.3,17.6,SROC
DH061,17.6,18.0,SAP
DH061,18.0,19.0,SAP
DH061,19.0,19.3,RSAP
DH061,19.3,20.0,SROC
DH061,20.0,20.5,SROC
DH062,0.0,1.0,SOIL
DH062,1.0,2.0,LIMO
DH062,2.0,3.0,LIMO
DH062,3.0,4.0,LIMO
DH062,4.0,5.0,LIMO
DH062,5.0,6.0,LIMO
DH062,6.0,7.0,LIMO
DH062,7.0,8.0,LIMO
DH062,8.0,9.0,LIMO
DH062,9.0,10.0,LIMO
DH062,10.0,11.0,LIMO
DH062,11.0,12.0,LIMO
DH062,12.0,13.0,LIMO
DH062,13.0,14.0,LIMO
DH062,14.0,15.0,LIMO
DH062,15.0,16.0,LIMO
DH062,16.0,17.0,LIMO
DH062,17.0,18.0,LIMO
DH062,18.0,19.0,LIMO
DH062,19.0,19.55,LIMO
DH062,19.55,20.0,SAP
DH062,20.0,21.0,RSAP
DH062,21.0,22.0,RSAP
DH062,22.0,23.0,SROC
DH062,23.0,24.0,SROC
DH062,24.0,25.0,RSAP
DH062,25.0,26.0,RSAP
DH062,26.0,26.55,RSAP
DH062,26.55,27.0,SROC
DH062,27.0,28.0,BRK
DH062,28.0,28.5,BRK
DH063,0.0,1.0,SOIL
DH063,1.0,2.0,LIMO
DH063,2.0,2.5,LIMO
DH063,2.5,3.0,LIMO
DH063,3.0,4.0,LIMO
DH063,4.0,5.0,LIMO
DH063,5.0,6.0,LIMO
DH063,6.0,7.0,LIMO
DH063,7.0,8.0,LIMO
DH063,8.0,9.0,LIMO
DH063,9.0,10.0,RSAP
DH063,10.0,11.0,SAP
DH063,11.0,12.0,SROC
DH063,12.0,13.0,SROC
DH063,13.0,14.0,BLD
DH063,14.0,15.0,SAP
DH063,15.0,16.0,BLD
DH063,16.0,17.0,SROC
DH064,0.0,1.0,SOIL
DH064,1.0,2.0,SOIL
DH064,2.0,3.0,SOIL
DH064,3.0,4.0,LIMO
DH064,4.0,5.0,LIMO
DH064,5.0,6.0,LIMO
DH064,6.0,7.0,LIMO
DH064,7.0,8.0,LIMO
DH064,8.0,9.0,LIMO
DH064,9.0,10.0,LIMO
DH064,10.0,11.0,LIMO
DH064,11.0,12.0,LIMO
DH064,12.0,13.0,LIMO
DH064,13.0,13.7,LIMO
DH064,13.7,14.0,SAP
DH064,14.0,15.0,SAP
DH064,15.0,16.0,SAP
DH064,16.0,17.0,SROC
DH064,17.0,18.0,SAP
DH064,18.0,19.0,SAP
DH064,19.0,20.0,SAP
DH064,20.0,21.0,RSAP
DH064,21.0,22.0,RSAP
DH064,22.0,23.0,RSAP
DH064,23.0,24.0,RSAP
DH064,24.0,25.0,SROC
DH064,25.0,26.0,SROC
DH064,26.0,27.0,SROC
DH064,27.0,28.0,RSAP
DH064,28.0,28.4,SROC
DH064,28.4,29.0,SROC
DH064,29.0,29.5,RSAP
DH064,29.5,30.0,SROC
DH064,30.0,31.0,BRK
DH065,0.0,1.0,SOIL
DH065,1.0,2.0,LIMO
DH065,2.0,3.0,LIMO
DH065,3.0,4.0,LIMO
DH065,4.0,5.0,LIMO
DH065,5.0,6.0,LIMO
DH065,6.0,7.0,LIMO
DH065,7.0,8.0,LIMO
DH065,8.0,9.0,LIMO
DH065,9.0,10.0,LIMO
DH065,10.0,11.0,LIMO
DH065,11.0,12.0,SAP
DH065,12.0,12.6,SAP
DH065,12.6,13.0,BLD
DH065,13.0,14.0,BLD
DH065,14.0,15.0,SROC
DH065,15.0,15.5,SAP
DH065,15.5,16.0,BLD
DH065,16.0,17.0,RSAP
DH065,17.0,17.5,SROC
DH065,17.5,18.0,BRK
DH065,18.0,18.5,BRK
DH066,0.0,1.0,SOIL
DH066,1.0,2.0,LIMO
DH066,2.0,3.0,LIMO
DH066,3.0,4.0,LIMO
DH066,4.0,5.0,LIMO
DH066,5.0,6.0,LIMO
DH066,6.0,7.0,LIMO
DH066,7.0,8.0,LIMO
DH066,8.0,9.0,LIMO
DH066,9.0,10.0,LIMO
DH066,10.0,11.0,SAP
DH066,11.0,12.0,SAP
DH066,12.0,13.0,SAP
DH066,13.0,14.0,RSAP
DH066,14.0,15.0,SAP
DH066,15.0,16.0,SAP
DH066,16.0,17.0,SAP
DH066,17.0,17.7,SROC
DH066,17.7,18.0,BLD
DH066,18.0,19.0,BLD
DH066,19.0,19.5,BRK
DH067,0.0,1.0,SOIL
DH067,1.0,2.0,LIMO
DH067,2.0,3.0,LIMO
DH067,3.0,4.0,LIMO
DH067,4.0,5.0,LIMO
DH067,5.0,6.0,LIMO
DH067,6.0,7.0,LIMO
DH067,7.0,8.0,LIMO
DH067,8.0,9.0,LIMO
DH067,9.0,10.0,LIMO
DH067,10.0,11.0,LIMO
DH067,11.0,12.0,LIMO
DH067,12.0,13.0,LIMO
DH067,13.0,14.0,LIMO
DH067,14.0,15.0,LIMO
DH067,15.0,16.0,LIMO
DH067,16.0,17.0,LIMO
DH067,17.0,18.0,LIMO
DH067,18.0,19.0,LIMO
DH067,19.0,20.0,LIMO
DH067,20.0,21.0,LIMO
DH067,21.0,22.0,LIMO
DH067,22.0,23.0,LIMO
DH067,23.0,24.0,LIMO
DH067,24.0,24.6,SAP
DH067,24.6,25.0,SAP
DH067,25.0,26.0,RSAP
DH067,26.0,27.0,RSAP
DH067,27.0,28.0,RSAP
DH067,28.0,29.0,RSAP
DH067,29.0,30.0,RSAP
DH068,0.0,1.0,SOIL
DH068,1.0,1.45,LIMO
DH068,1.45,2.0,SAP
DH068,2.0,3.0,SAP
DH068,3.0,4.0,RSAP
DH068,4.0,5.0,RSAP
DH068,5.0,5.55,SROC
DH068,5.55,6.0,SROC
DH068,6.0,7.2,BRK
DH069,0.0,1.0,SOIL
DH069,1.0,2.0,LIMO
DH069,2.0,3.0,LIMO
DH069,3.0,4.0,LIMO
DH069,4.0,5.0,SAP
DH069,5.0,6.0,SAP
DH069,6.0,7.0,SAP
DH069,7.0,8.0,SAP
DH069,8.0,9.0,SAP
DH069,9.0,10.0,SAP
DH069,10.0,10.5,SROC
DH069,10.5,11.0,RSAP
DH069,11.0,12.0,SROC
DH069,12.0,12.4,RSAP
DH069,12.4,13.0,SROC
DH069,13.0,13.3,RSAP
DH069,13.3,14.0,BRK
DH070,0.0,1.0,SOIL
DH070,1.0,2.0,LIMO
DH070,2.0,3.0,LIMO
DH070,3.0,4.0,LIMO
DH070,4.0,4.5,LIMO
DH070,4.5,5.0,BLD
DH070,5.0,6.0,SAP
DH070,6.0,7.0,SAP
DH070,7.0,8.0,SAP
DH070,8.0,9.0,LIMO
DH070,9.0,10.0,LIMO
DH070,10.0,11.0,LIMO
DH070,11.0,12.0,LIMO
DH070,12.0,13.0,LIMO
DH070,13.0,14.0,LIMO
DH070,14.0,15.0,SAP
DH070,15.0,16.0,SAP
DH070,16.0,17.0,SAP
DH070,17.0,18.0,SAP
DH070,18.0,19.0,SAP
DH070,19.0,20.0,SAP
DH070,20.0,20.3,SAP
DH070,20.3,21.0,SAP
DH070,21.0,22.0,SAP
DH070,22.0,22.4,RSAP
DH070,22.4,23.0,RSAP
DH070,23.0,23.3,RSAP
DH070,23.3,24.0,SROC
DH071,0.0,1.0,SOIL
DH071,1.0,2.0,LIMO
DH071,2.0,3.0,LIMO
DH071,3.0,4.0,LIMO
DH071,4.0,5.0,LIMO
DH071,5.0,6.0,LIMO
DH071,6.0,7.0,LIMO
DH071,7.0,8.0,LIMO
DH071,8.0,9.0,LIMO
DH071,9.0,10.0,LIMO
DH071,10.0,11.0,LIMO
DH071,11.0,12.0,LIMO
DH071,12.0,13.0,LIMO
DH071,13.0,14.0,LIMO
DH071,14.0,15.0,LIMO
DH071,15.0,16.0,LIMO
DH071,16.0,17.0,SAP
DH071,17.0,18.0,SAP
DH071,18.0,19.0,SAP
DH071,19.0,20.0,SAP
DH071,20.0,20.3,RSAP
DH071,20.3,21.0,SROC
DH071,21.0,22.0,SROC
DH072,0.0,1.0,SOIL
DH072,1.0,2.0,LIMO
DH072,2.0,3.0,LIMO
DH072,3.0,4.0,LIMO
DH072,4.0,5.0,LIMO
DH072,5.0,6.0,LIMO
DH072,6.0,7.0,LIMO
DH072,7.0,8.0,LIMO
DH072,8.0,9.0,LIMO
DH072,9.0,10.0,LIMO
DH072,10.0,11.0,LIMO
DH072,11.0,12.0,LIMO
DH072,12.0,13.0,LIMO
DH072,13.0,14.0,LIMO
DH072,14.0,15.0,LIMO
DH072,15.0,16.0,LIMO
DH072,16.0,17.0,LIMO
DH072,17.0,18.0,SAP
DH072,18.0,19.0,SAP
DH072,19.0,20.0,SAP
DH072,20.0,21.0,SAP
DH072,21.0,22.0,SAP
DH072,22.0,23.0,SROC
DH072,23.0,23.5,SAP
DH072,23.5,24.0,BRK
DH073,0.0,1.0,SOIL
DH073,1.0,2.0,LIMO
DH073,2.0,3.0,LIMO
DH073,3.0,4.0,LIMO
DH073,4.0,5.0,LIMO
DH073,5.0,6.0,LIMO
DH073,6.0,7.0,LIMO
DH073,7.0,8.0,LIMO
DH073,8.0,9.0,LIMO
DH073,9.0,10.0,LIMO
DH073,10.0,11.0,LIMO
DH073,11.0,12.0,LIMO
DH073,12.0,13.0,LIMO
DH073,13.0,14.0,LIMO
DH073,14.0,15.0,LIMO
DH073,15.0,16.0,LIMO
DH073,16.0,17.0,LIMO
DH073,17.0,18.0,LIMO
DH073,18.0,19.0,SAP
DH073,19.0,20.0,RSAP
DH073,20.0,20.5,RSAP
DH073,20.5,21.0,BRK
DH073,21.0,22.0,BRK
DH073,22.0,22.5,BRK
DH074,0.0,1.0,SOIL
DH074,1.0,2.0,LIMO
DH074,2.0,3.0,LIMO
DH074,3.0,4.0,LIMO
DH074,4.0,5.0,LIMO
DH074,5.0,6.0,LIMO
DH074,6.0,7.0,LIMO
DH074,7.0,8.0,LIMO
DH074,8.0,9.0,LIMO
DH074,9.0,10.0,LIMO
DH074,10.0,11.0,LIMO
DH074,11.0,12.0,LIMO
DH074,12.0,13.0,LIMO
DH074,13.0,14.0,LIMO
DH074,14.0,15.0,LIMO
DH074,15.0,16.0,LIMO
DH074,16.0,17.0,LIMO
DH074,17.0,18.0,LIMO
DH074,18.0,18.4,LIMO
DH074,18.4,19.0,SAP
DH074,19.0,20.0,SAP
DH074,20.0,21.0,SAP
DH074,21.0,22.0,SAP
DH074,22.0,23.0,RSAP
DH074,23.0,24.0,RSAP
DH074,24.0,25.0,RSAP
DH074,25.0,26.0,RSAP
DH074,26.0,27.0,RSAP
DH074,27.0,28.0,RSAP
DH074,28.0,29.0,SROC
DH074,29.0,30.0,SROC
DH074,30.0,31.0,SROC
DH074,31.0,31.3,BRK
DH075,0.0,1.0,SOIL
DH075,1.0,2.0,LIMO
DH075,2.0,3.0,LIMO
DH075,3.0,4.0,LIMO
DH075,4.0,5.0,LIMO
DH075,5.0,6.0,LIMO
DH075,6.0,7.0,LIMO
DH075,7.0,8.0,LIMO
DH075,8.0,9.0,LIMO
DH075,9.0,10.0,LIMO
DH075,10.0,11.0,LIMO
DH075,11.0,12.0,LIMO
DH075,12.0,13.0,LIMO
DH075,13.0,14.0,LIMO
DH075,14.0,15.0,LIMO
DH075,15.0,16.0,LIMO
DH075,16.0,17.0,LIMO
DH075,17.0,18.0,RSAP
DH075,18.0,19.0,RSAP
DH075,19.0,20.0,SAP
DH075,20.0,21.0,SROC
DH075,21.0,22.0,SROC
DH075,22.0,23.0,SAP
DH075,23.0,23.5,RSAP
DH075,23.5,24.0,SROC
DH075,24.0,25.0,BRK
DH075,25.0,26.0,BRK
DH076,0.0,1.0,SOIL
DH076,1.0,2.0,LIMO
DH076,2.0,3.0,LIMO
DH076,3.0,4.0,LIMO
DH076,4.0,5.0,LIMO
DH076,5.0,6.0,LIMO
DH076,6.0,7.0,LIMO
DH076,7.0,8.0,LIMO
DH076,8.0,9.0,LIMO
DH076,9.0,10.0,LIMO
DH076,10.0,11.0,LIMO
DH076,11.0,12.0,LIMO
DH076,12.0,13.0,LIMO
DH076,13.0,14.0,LIMO
DH076,14.0,15.0,LIMO
DH076,15.0,16.0,LIMO
DH076,16.0,17.0,LIMO
DH076,17.0,18.0,LIMO
DH076,18.0,19.0,LIMO
DH076,19.0,20.0,LIMO
DH076,20.0,21.0,LIMO
DH076,21.0,22.0,LIMO
DH076,22.0,23.0,LIMO
DH076,23.0,24.0,SAP
DH076,24.0,24.3,BLD
DH076,24.3,25.0,SAP
DH076,25.0,26.0,SAP
DH076,26.0,27.0,RSAP
DH076,27.0,28.0,SROC
DH076,28.0,29.0,RSAP
DH076,29.0,29.5,RSAP
DH076,29.5,30.0,BLD
DH076,30.0,31.0,RSAP
DH076,31.0,32.0,SROC
DH076,32.0,33.0,SROC
DH076,33.0,34.0,BLD
DH076,34.0,35.0,SROC
DH076,35.0,35.5,BLD
DH076,35.5,36.0,SAP
DH076,36.0,37.0,SROC
DH076,37.0,38.0,BRK
DH077,0.0,1.0,SOIL
DH077,1.0,2.0,LIMO
DH077,2.0,3.0,LIMO
DH077,3.0,4.0,LIMO
DH077,4.0,5.0,LIMO
DH077,5.0,6.0,SAP
DH077,6.0,7.0,SAP
DH077,7.0,7.45,RSAP
DH077,7.45,8.0,SROC
DH077,8.0,8.3,RSAP
DH077,8.3,9.0,SAP
DH077,9.0,9.5,BRK
DH078,0.0,1.0,SOIL
DH078,1.0,2.0,LIMO
DH078,2.0,3.0,LIMO
DH078,3.0,4.0,SAP
DH078,4.0,5.0,SAP
DH078,5.0,6.0,SROC
DH078,6.0,6.4,SROC
DH078,6.4,7.0,BRK
DH079,0.0,1.0,SOIL
DH079,1.0,2.0,LIMO
DH079,2.0,3.0,LIMO
DH079,3.0,4.0,LIMO
DH079,4.0,5.0,LIMO
DH079,5.0,6.0,LIMO
DH079,6.0,7.0,LIMO
DH079,7.0,8.0,SAP
DH079,8.0,8.5,BLD
DH079,8.5,9.0,SAP
DH079,9.0,10.0,SAP
DH079,10.0,11.0,SAP
DH079,11.0,12.0,SAP
DH079,12.0,13.0,SAP
DH079,13.0,13.5,SAP
DH079,13.5,14.0,BLD
DH079,14.0,15.0,SAP
DH079,15.0,16.0,SAP
DH079,16.0,17.0,SAP
DH079,17.0,18.0,SAP
DH079,18.0,19.0,SAP
DH079,19.0,20.0,SAP
DH079,20.0,21.0,SAP
DH079,21.0,22.0,SAP
DH079,22.0,23.0,SAP
DH079,23.0,24.0,SAP
DH079,24.0,25.0,SAP
DH079,25.0,26.0,SROC
DH079,26.0,27.0,SROC
DH079,27.0,28.0,RSAP
DH079,28.0,29.0,SROC
DH079,29.0,30.0,SROC
DH079,30.0,31.0,BLD
DH079,31.0,31.6,SROC
DH079,31.6,32.0,SROC
DH079,32.0,32.8,BRK
DH080,0.0,1.0,SOIL
DH080,1.0,2.0,LIMO
DH080,2.0,3.0,LIMO
DH080,3.0,4.0,LIMO
DH080,4.0,5.0,LIMO
DH080,5.0,6.0,LIMO
DH080,6.0,7.0,LIMO
DH080,7.0,8.0,LIMO
DH080,8.0,9.0,LIMO
DH080,9.0,10.0,LIMO
DH080,10.0,11.0,LIMO
DH080,11.0,12.0,LIMO
DH080,12.0,13.0,LIMO
DH080,13.0,14.0,LIMO
DH080,14.0,15.0,LIMO
DH080,15.0,16.0,SAP
DH080,16.0,17.0,SAP
DH080,17.0,17.3,RSAP
DH080,17.3,18.0,SROC
DH080,18.0,18.4,SROC
DH080,18.4,19.0,RSAP
DH080,19.0,20.0,RSAP
DH080,20.0,21.0,SAP
DH080,21.0,22.0,SAP
DH080,22.0,23.0,SAP
DH080,23.0,24.0,SROC
DH080,24.0,25.0,RSAP
DH080,25.0,26.0,SROC
DH080,26.0,27.0,BRK
DH080,27.0,28.0,BRK
DH081,0.0,1.0,SOIL
DH081,1.0,2.0,LIMO
DH081,2.0,3.0,LIMO
DH081,3.0,4.0,LIMO
DH081,4.0,5.0,LIMO
DH081,5.0,6.0,LIMO
DH081,6.0,7.0,SAP
DH081,7.0,8.2,SAP
DH081,8.2,8.7,BLD
DH081,8.7,9.0,SAP
DH081,9.0,10.0,SAP
